entity_id,time_id,x1,x2,y
8.0,15.0,-3.7063037656220996,0.7882476754414155,-12.687378407077164
9.0,1.0,-1.5592392126230719,1.4404302101748325,-8.203399754476626
9.0,2.0,-5.506744590225235,-5.233757960922578,-4.424678003657191
9.0,3.0,2.5406037872576173,2.782315444674542,2.7765447088707345
9.0,4.0,-0.8888907883950935,1.3632610146430888,-7.223558920764197
9.0,5.0,-5.8832251780106315,-3.331292053243434,-8.678651727713742
9.0,6.0,-4.062316324830166,-1.4145744223498469,-9.349306986525345
9.0,7.0,1.2540553898007811,0.7911516130695587,2.2950067981814497
9.0,8.0,3.3525062715775245,0.15740039506873088,9.054083620139131
9.0,9.0,7.986923566767146,-0.8765135574106651,25.64836711256999
9.0,10.0,11.655449864029318,-0.3104648041978826,37.14510907400465
9.0,11.0,1.6576377331039855,-0.7559321346206561,7.116905169627216
9.0,12.0,-3.9581524801274566,0.4576875363074057,-11.380845297094904
9.0,13.0,-8.528185122925237,4.414475918979472,-32.954630213362826
9.0,14.0,1.0708458493753432,-7.699975322793893,21.509474889484622
9.0,15.0,-3.251764381241304,-0.7105507935290527,-7.932376570483818
10.0,1.0,-1.6614290407187413,0.5295372641173409,-11.523868013527403
10.0,2.0,-2.4483871962392323,0.8879819690612984,-10.785511539850217
10.0,3.0,-0.563163545665541,-1.1157437439638695,-3.220455045082666
10.0,4.0,4.263920923150574,-5.270165347435748,21.73876249332138
10.0,5.0,0.6281942697813785,0.9839864511423289,-2.773544061034716
10.0,6.0,-0.6345393481547532,5.182050642492555,-15.729645262622288
10.0,7.0,-4.1426150113032465,-4.601584214748413,-5.966732401211372
10.0,8.0,-6.698731778817428,2.591484041094565,-25.617864216319866
10.0,9.0,-1.9452316362933235,-0.9855756693686817,-4.014292414429877
10.0,10.0,-0.21513020327328197,-0.1839730374865419,-3.438592470015494
10.0,11.0,7.071719654319532,-3.158695532111847,24.50761627929
10.0,12.0,0.5210980858915434,-1.00336851706763,1.9191718901415686
10.0,13.0,3.9309580440922303,3.9001337840968757,-0.5411046229359817
10.0,14.0,-1.9971823941566083,1.747965725963121,-12.253092713336583
10.0,15.0,-4.739775065668098,5.196934816229833,-27.917208739262644
