切片,変数1,変数2,変数3,変数4,変数5,誤差項
5,4.399015173457407,2.4134823369336575,421.119506377939,3173267940928322.5,0.6621737528383782,0.8393945243069736
5,8.935057917086986,9.502736628914995,311.5282043553301,8.535978910306362e+17,0.4392382493069185,0.04574767958938291
5,1.3342066817550542,10.076730172483735,320.70658738780855,6.836706507250866e+18,0.6444667615731995,0.3975653168061439
5,6.375461807446543,12.512068638246369,280.54926999655584,4.623547349383147e+16,0.4053771257539182,0.026293955925935662
5,-1.0740001357736935,13.804667359814946,323.8834332167786,3420642982121.4795,0.2291189467490099,2.5356898596488144
5,4.366556825913811,13.81660687981309,265.45384470841293,8.156799213358179e+17,0.40114018012635594,-0.4275910118672821
5,-2.8022134975905555,6.265602025155676,379.78176692391406,3.560310979855785e+16,0.28965887813722,-0.5251430933271894
5,1.3930868605245434,11.524839452115796,30.01046343053323,4239513675564379.5,0.26803881177624567,-1.2170018340093762
5,6.621091243485129,10.476482161507938,278.7968271455486,63484690314736.06,0.4546557211462918,-0.19247624864886745
5,7.549926737901471,6.128198605192459,274.4272690532037,8.891481175023038e+19,0.26097688398186913,-0.6552051792457302
5,-1.8919001628761212,9.265561414811836,45.452116622522944,1.716997898023799e+20,0.12904585361888107,-0.5970841400510105
5,1.6966290733932468,13.653290774043057,271.79234661494115,5.586148176683857e+17,0.40146177630214613,-0.9072738469639812
5,-2.3361833657886866,21.23012732596189,458.41287017449423,3.8131039782456813e+24,0.6744224274613544,1.851356554410745
5,3.721906663335865,2.9567646993778807,146.61245244052276,4.861218753440668e+25,0.1679545871555518,-1.6025638510591997
5,6.057001237042201,9.916765933244193,305.04535653607667,1626770940939707.5,0.3320297023598525,-0.7626826955740943
5,0.2515672524670096,9.25817434972818,194.68946340079287,9195106811.608032,0.5532545803406004,-0.20160150081304262
5,-3.838532371075876,3.970065959607954,301.5641949941097,2.218437791520433e+20,0.3567613705501242,-0.9555493083347946
5,-4.132041520204207,7.498192174491837,207.04708037448094,3.4431615085727063e+18,0.300809840153406,1.0814225504212582
5,5.412932755513239,11.981344098662976,113.42587880908671,660271551.6948978,0.5302260377216346,0.5061126678260077
5,4.8279945529988755,5.903801808638503,381.0462327419991,325637420220775.3,0.4395965587924032,-0.7105906427908736
5,0.6412269581861016,18.586164758801004,170.88863700948235,1.7814393655116073e+19,0.30361312926181505,-1.550939412357215
5,3.8601364628161914,6.633786562965004,65.59223689115149,4598628030163.32,0.5979262148090355,0.9413261393892176
5,2.262904128090092,7.011343209865932,50.33930650316122,5497399316253.21,0.49327554118782746,-0.48667794976861906
5,9.684009008501336,14.878178708195563,208.04785616373925,3760120433041286.5,0.43776059012591617,2.3308216506216937
5,4.934701209648903,11.715714345028783,228.10813136459421,2.149932260811729e+22,0.1615236151068905,0.4573910687845077
5,1.2188675554283543,2.4594818842612574,461.4570870079444,7.333942154547789e+20,0.4866076459491151,0.2819558623457379
5,2.406096080308335,10.017790691634936,206.63280527723035,4.371974898305368e+26,0.2906034745982865,-0.3868772041516727
5,-4.417599790665292,5.262557261891359,17.573025695257943,5.8264108074229195e+19,0.20325527045346525,-1.7482637383452722
5,9.499452039359367,20.75908924310176,450.37513039250905,971459468321664.0,0.46109431999151107,1.4163120032995102
5,6.805912883918776,13.358339180035703,178.05130984798174,3.3216164603741056e+17,0.3371123245860303,-1.051728501376832
5,6.191883477980037,18.611053297412468,73.1849985152255,4615627295730622.0,0.44158533535013095,1.2368731671266504
5,-2.164579844854954,26.969222902567488,305.65478607819756,9465654529114072.0,0.358551453361835,-0.06497136550061701
5,-4.509063523096492,16.769344664551443,354.06232617777266,2.2928483962527223e+23,0.5406992027259224,0.018091317850821513
5,-3.202070902081126,5.856746403722413,323.0913812759247,6.70675663824146e+20,0.4416719967894665,-0.1751408253059321
5,5.736034482006586,6.658346232731395,434.55049438519495,3.8223292483973146e+17,0.2306554255064798,-0.5181036227009242
5,-1.5022123106080847,4.78386853769117,19.28895559510022,52004929494929.62,0.3024667647029389,-1.7853579609331125
5,7.438706873860777,14.28286459541147,149.72553658788786,25610618597690.203,0.26636494598083066,-0.3580915321217564
5,-3.901725563088347,14.27609259168755,471.4341409872885,1.4451698197832294e+17,0.31710664207139955,0.822220015843901
5,-0.06522089016739141,12.380252346267056,392.66888329344647,7.009589186950567e+18,0.49481281174836733,0.3415635777898719
5,-4.39093320968953,8.64247400559682,119.58478740975323,1.219500388766578e+17,0.530145239068374,1.839090444654297
5,7.015551476765328,15.942232187953262,423.9669935225956,5.640156837467502e+21,0.6185170240803173,-0.3415604336740597
5,-1.4539259499252855,4.276505680580028,238.40918311236658,1.0190576384560797e+17,0.21412277292897433,-0.5986814321747009
5,2.4125931698689795,9.415133070285862,90.43438451862173,1.3794685389074593e+18,0.37826868142636044,0.9702127133995556
5,8.338711195802434,14.814974963727959,395.13761468142377,6.226434702829817e+19,0.4030816471285465,0.791504492363938
5,-1.3554059768025506,4.83388157230212,156.71972890406167,2.5724181500226126e+20,0.44816459873369513,-0.41899791484492904
5,2.2202702543525845,5.643195536727527,368.4654338348449,3107761123566476.5,0.4880233534002797,-0.05438179333312353
5,2.3152835730891894,28.06124408622504,31.256824048129776,1371803421332.9753,0.21165507710440304,1.0084442013419266
5,-0.5676818257571776,21.403731089564502,472.42011165919257,3.28484151843309e+16,0.48652697228833935,1.0468518381829635
5,8.391063553524178,16.819015723724267,212.1405138423806,19324419616849.555,0.18473260869490937,1.142524450468944
5,-3.5127624697622934,13.322026196420033,467.24300306970287,2.4372664882212174e+24,0.5612329830105903,-2.9252545321223717
5,-4.945228140553789,4.587227387943539,467.3712052047195,4.8082764289680166e+17,0.20129277683524038,-2.0423175618048486
5,8.777968750116159,2.6837947904460413,390.74818746496936,1.4901763507330576e+19,0.5036414966383491,0.406479634810671
5,1.7760425039422687,6.860530501877582,406.14471306995387,7.742054398837075e+16,0.49734963496152645,0.9544790646544763
5,9.91036513837001,9.620546629603895,31.06342711573525,1.3322741427141112e+18,0.37120719077972414,0.6737792971357656
5,0.868386466161188,4.165343609565989,351.8029196095331,1.8469126012666704e+19,0.1360010121660253,-1.0223651831226692
5,-1.5613958021900154,3.9091368864427096,160.71552130615996,1.0590408658968912e+16,0.1816214525577212,2.571393430725327
5,2.5770826228102166,4.847169155045597,331.6093525073416,1.4343980887972613e+23,0.7029007731738947,2.531550830043473
5,0.4164720854911703,15.054080128104442,412.07268466934596,4.523570410848944e+31,0.45071644560402147,-1.8932112429915682
5,-0.9529079862045897,9.459110430601605,65.20410877630798,4.005368778617e+22,0.2766024974306372,-0.05048236123749071
5,-1.046185983242629,13.444314948369634,442.1315512952116,6008680561774.219,0.29328955176469634,0.9915060607662864
5,8.439783190994069,18.29137180462801,247.01218344130731,166017333380.7556,0.6697888895127938,0.03832577501231642
5,-0.3406385242389929,19.91982559121686,328.7747011734482,8.777031085946413e+19,0.770969255252513,0.26138646179911074
5,5.997882465228042,4.757831844777343,234.00109281753709,15858429632117.25,0.5552773700602327,-0.06569669326127361
5,-0.9634616862227707,3.0704031408881978,343.3164703603699,1237871830767868.5,0.3261132861407951,0.0648004445860759
5,2.639420753693847,14.068655070132817,301.23265534396097,2.4434363352086053e+19,0.298374539020363,-0.46055396966458506
5,1.269407174762847,6.641357600120246,10.825587323301889,86039508792551.0,0.22974737780403673,-1.4713305418812939
5,8.946881393953811,12.731907387049592,349.1975264883449,3.941500049298362e+21,0.057092794169881105,-0.09724149527674841
5,-0.814049693416095,2.5914633247721044,280.3575386582677,15104.441287439897,0.40858352866993763,-1.2935849835993318
5,9.854034811040947,3.1828979164925615,407.7638666913203,1.4887267334213438e+16,0.4368349768881972,-1.3466175606316042
5,-1.3872895590061756,6.388073980293979,389.6023043793822,3.073631162707312e+21,0.31347334423698314,-0.15442831708402796
5,-4.555467704447803,12.234468853239441,71.78034811372561,36791378872108.914,0.3413262425202994,0.36016158792990277
5,8.216804350242644,4.588040870602369,24.47692202567453,2.1052395668528962e+20,0.35010660061870535,0.2791846618477869
5,1.884239022135917,25.985992668285018,479.24459275755174,5471401533552551.0,0.488821240087592,1.554461770014552
5,-1.5148001178908799,2.7437156028217347,78.68462765048393,2.889996955311998e+25,0.43512601936497425,1.348250146111253
5,4.480548229101856,4.199023118065752,248.49572163385673,8.669398543350712e+20,0.08160388968773798,0.058890020078580914
5,-3.051220119928759,13.623736405646877,125.96556912239616,4243680215478118.0,0.13025727956605254,1.1250318636273677
5,5.227259074073631,13.908828885800503,376.3785867676251,691309007189340.2,0.32780544028703346,0.9789637816965047
5,7.020805600768968,1.2046918234619397,165.99624235677797,1.6160763926067417e+27,0.2618529462290021,-0.44532321863152036
5,9.424491333100802,11.468039609067606,396.3893504796254,34397065468571.848,0.5724770235379223,1.168377713155658
5,9.676017676623143,14.294614360931142,329.62933246126056,1.0338743219284414e+19,0.239773697982725,0.5896465720583678
5,-4.783133757259732,10.711125805468148,161.03388912451365,3.5425342027929563e+19,0.5140593701229225,0.3725677014130619
5,-3.4063912084870704,23.16925298381872,310.8225534343522,1.2066306545437512e+20,0.27928172591782563,-1.2984480673578092
5,-1.8200640671951862,4.627901763504772,56.60255199073647,3.5400218832467554e+22,0.49816373259505664,0.021916139737865045
5,9.529243851788006,15.37057729399085,10.826078566446075,1.9620006018751652e+16,0.6506788284332754,0.025744556067815644
5,5.236189182349461,23.721745423656728,83.88724264223744,2.9958032231402892e+16,0.5286876659908779,-0.1564047442626229
5,7.201587908329019,2.2060272274223394,129.87693365494545,5577719081420.714,0.36876965173121656,1.0158429912967666
5,8.472025097679456,36.12072096332937,73.54525319313889,8862878438676107.0,0.6174375153643985,0.5914892411825091
5,6.998869710464547,4.4341633283348605,390.70988908834306,6.408395075217946e+20,0.6559308435124304,1.0891945405364987
5,4.151721355267588,6.967044302821124,144.63242670882698,2.3571782912905226e+18,0.24997012730473542,1.6637920996268962
5,-4.978704463884211,12.80578900339804,308.41568015784173,49403288669.236496,0.14890275239054973,0.08031602370935546
5,4.018839129044757,13.760665295930318,486.1882417024677,6121307403218078.0,0.2837021061969071,-1.4090069679665846
5,1.2189177298882496,9.78606564364707,28.23821801790252,4557994250523746.0,0.4689166965141861,-0.6194918737197352
5,1.9735295966624173,12.55930092830923,311.4131237987473,8832770334880748.0,0.34299173016444323,1.1514997176053494
5,-2.874063803678337,28.55549636049519,377.06821905541346,31496033171687.71,0.2916714309721047,0.5043131414817422
5,0.06739401147582402,9.92419016613989,42.25630128242429,3469176106743.9307,0.4152566600156656,-0.13225297580053838
5,2.208385879382641,29.476846545895285,491.8316134068016,1.3839310705624044e+21,0.2645320004672252,0.06367262648931442
5,6.8243912367349555,11.283707182975155,478.9535057228335,4960109038317208.0,0.1961476717044977,-0.9336467523360331
5,1.162883849559547,1.8119930333812295,198.1402393939972,76468518244771.66,0.15251665785885654,0.1874552097145334
5,4.315055842349414,14.676259674896723,79.45582172258736,7.184677221804086e+20,0.29312939306317504,0.9052482998526493
5,4.996096661939982,9.663247912734528,110.72250954638454,7.642601258808323e+19,0.264226446875136,-0.409197053810091
5,-3.836539514396558,10.15032981861957,102.25619211213858,1.191432620203649e+21,0.2734369924232121,0.2775869734510976
5,6.03426516749715,14.930176619238186,151.04534947300678,3.326148414198739e+20,0.7213035087121713,-0.32659426204006325
5,9.126427716832259,13.245698274541837,391.7131693083928,304183102410557.5,0.13003564925840677,-0.7538505658065452
5,-1.7214018971596232,9.282876316920659,94.30743785068107,3.69621308684916e+20,0.3247852650014011,-1.3301970116195707
5,3.889347452907044,7.065556859328338,407.48589509958447,103762254.49105728,0.2943706592221772,-0.3473769968508451
5,-4.940564456712979,4.163080397202596,86.81726498838171,3.0174982334425376e+17,0.3431241685764601,-0.4955415063716344
5,-3.553552414896546,21.524701764824503,216.00701007488837,4.225038080168605e+20,0.11943834694959932,2.2491987713392776
5,9.642172090306492,6.492175989044028,221.2257861928757,6999271499534096.0,0.23139858785330863,-0.3937927570516646
5,-1.1823867795303693,8.506352300668375,450.27380474315686,3894443533317343.0,0.49909321728767764,1.4748522673717284
5,5.786737079657751,37.441079491992284,439.9754908751415,3.294964573737152e+19,0.5417932267198282,1.5717693464765365
5,0.7713134593350608,8.348701694843955,331.53306334194684,421226792065.0216,0.4779279405544634,1.485374501182383
5,-0.8663606117365141,10.983000776822918,468.35273999595194,5.351846193228536e+19,0.576630323489341,0.8567645458645555
5,-3.1164766749492117,18.2121241862462,114.31700670084903,7.4375674448969225e+22,0.6253687909574687,-0.9462694294189232
5,9.31467116206039,8.605667944251518,126.53870181718762,2.144854434100637e+17,0.5875442214104878,-0.05306609873565809
5,9.950775776631252,22.81970621948475,132.05791953472323,5.175385509940593e+22,0.2582885218206686,1.7470937183946569
5,4.583429290173296,9.312809545147823,217.41732754611968,2.3214277107954994e+20,0.6404355884315318,-1.4748165885248403
5,8.335677028382838,2.9523608729297552,346.6956625288726,827025396540721.1,0.06988508535398887,-1.4644008798248518
5,-2.4880300740924435,10.80391574210047,466.4721206832091,7.29999532830709e+16,0.5198860712898955,0.3419246965124437
5,7.9298477665855795,6.003038617112958,410.4106304447587,1.751847570469408e+19,0.3495447790713864,0.3563036074549629
5,2.5654714534116776,5.014145913510908,448.4839466074712,578492178386.7994,0.1475504207807463,0.33413422568218626
5,0.7970421630080313,8.85749661181006,65.95304742708252,3311266274461117.5,0.44101671278968413,1.8151855158729082
5,0.31379215775865354,44.29398621694265,54.18295129131881,5174651651063.79,0.31651266546783696,2.166276122352368
5,8.87783370999219,10.483795227376582,14.867357639586952,525491455339345.2,0.40529026761517406,0.24083099363791982
5,4.729094855437037,14.826999308318975,410.42811676818496,3.5477607523849234e+24,0.5066070726626931,-0.2749022500437635
5,-3.5569467334922744,14.054044304039238,484.6754783384086,6.633929003384197e+23,0.18800246299188222,1.232904474652644
5,8.917199806580538,1.805002007909558,274.1431522343755,1.181829458521796e+20,0.5129031375850266,0.5547026044169027
5,-4.809136762523275,29.54756827377886,309.8159371272409,4.178696089167055e+18,0.16027712498713537,0.23904377687321302
5,4.70916183902678,7.2804699481977195,366.7388875595722,5047125.046875154,0.1830613090803035,-0.7164351546062665
5,-4.8594178085530935,11.083658511951437,45.00740471424745,2.409979092978098e+19,0.623963693023071,-1.3435801869320696
5,-1.731907786025952,18.62399354178606,466.3568259113207,3.8616304310780375e+18,0.3166565836174821,0.6754939421285348
5,7.504939331818102,6.06026093958252,254.70022271444947,1.0728271248560991e+20,0.3924605251077147,-0.06922976213820353
5,5.464774960006787,9.573756128813685,179.39062894621784,9.292106925362245e+19,0.2745734016006094,-1.6137403805086024
5,5.609317165028008,10.509271621482243,364.31028309512953,3.798982766121135e+27,0.6823669138105947,-0.35742728474019275
5,3.1882167136668382,4.679583119267714,223.59691735962906,2.233411760932877e+16,0.6409831939816208,-0.8849014539171881
5,7.009277921830208,17.443866549050206,360.31684503361697,7.826139941062245e+19,0.2778896804436527,1.451097852271107
5,2.442877114204186,14.195574814042079,147.56386822365283,7.61587244478161e+19,0.09321993169499966,0.7111592629901017
5,3.648990463637505,13.923671062089918,337.3139202093153,10328630160.967922,0.6305793221345662,-1.7141877289965342
5,1.2734311585902987,3.7076970244789083,186.72885170700908,1.7892776701058938e+16,0.6130240676689435,0.05310319416849489
5,2.1741074578367243,0.7820769438776505,181.75950194778412,4.31634124290673e+22,0.17104714550724612,0.45194423115933297
5,9.850491869876839,4.727812561817385,315.70300003690454,1148596950358948.5,0.33487038422550786,-0.4536944978669904
5,0.16024417867681962,7.088171789072405,40.065483055065414,699260645.3953894,0.1499542873233722,-0.3553528936666659
5,6.826965878825318,14.094739890664137,25.534985488795996,2296300598532194.0,0.26102652531308507,0.431983719398586
5,3.888474660717325,7.710184457785615,379.26065858257743,203986985975319.44,0.30357415105853003,-0.2656365446326916
5,6.093135484484318,1.3037855878949254,393.29660447883094,1.0371760004330359e+19,0.22296394740854672,-1.2330162802612685
5,1.320362230137012,27.807196251387573,373.6831102737779,110032045803482.55,0.2375444985716453,-0.9205511079821819
5,2.243934976991011,6.193084241579896,391.61227709700086,1.356245800101776e+16,0.36467511156981364,-0.7417488547860069
5,6.285672460251298,5.593249269891997,77.25441686278224,3.015488459909025e+18,0.260760187540572,-0.796409192342371
5,2.41485508600568,42.3633062000556,353.44297482043135,1822855210609.297,0.38458588040630964,2.1656293002079736
5,-2.1599646192896813,8.840191350091052,389.2717403647969,5.1517382490195975e+22,0.4110932935691551,-0.03443224688583887
5,0.4358150463196466,7.804771216231448,390.33071297345407,1.888207818438866e+21,0.19721285068331162,-0.32348273199417504
5,5.497755390735698,6.552409121616362,58.74474421774498,2.0444174369869563e+24,0.45103148284264005,0.4326543615575718
